x,l
http://vocab.getty.edu/aat/300446226,bhadraśālā
http://vocab.getty.edu/aat/300417911,riwaqs
http://vocab.getty.edu/aat/300004029,peristyles (colonnades)
http://vocab.getty.edu/aat/300446604,bhiṭṭa
http://vocab.getty.edu/aat/300002646,sill courses
http://vocab.getty.edu/aat/300446991,ramaṇaka
http://vocab.getty.edu/aat/300004757,basements
http://vocab.getty.edu/aat/300002684,chair rails
http://vocab.getty.edu/aat/300446934,dēvakōṣṭha
http://vocab.getty.edu/aat/300078046,<structural elements and components for structural elements>
http://vocab.getty.edu/aat/300000911,hanging buttresses
http://vocab.getty.edu/aat/300000903,diagonal buttresses
http://vocab.getty.edu/aat/300444904,pier and beam foundations
http://vocab.getty.edu/aat/300000950,jacked piles
http://vocab.getty.edu/aat/300000966,<piers by location or context>
http://vocab.getty.edu/aat/300000968,wall piers
http://vocab.getty.edu/aat/300001092,<arches by location or context>
http://vocab.getty.edu/aat/300000999,catenary arches
http://vocab.getty.edu/aat/300065026,Italian pointed arches
http://vocab.getty.edu/aat/300065269,diaphragm arches
http://vocab.getty.edu/aat/300001163,impost blocks
http://vocab.getty.edu/aat/300299540,vault keystones
http://vocab.getty.edu/aat/300001200,suspension structures
http://vocab.getty.edu/aat/300001223,two-way structural systems
http://vocab.getty.edu/aat/300068046,one-way solid slab systems
http://vocab.getty.edu/aat/300001235,two-way beam and slab systems
http://vocab.getty.edu/aat/300001274,tent structures
http://vocab.getty.edu/aat/300001287,calottes (domes)
http://vocab.getty.edu/aat/300061960,<vaults by construction>
http://vocab.getty.edu/aat/300001335,sexpartite vaults
http://vocab.getty.edu/aat/300001371,rampant barrel vaults
http://vocab.getty.edu/aat/300001400,net vaults
http://vocab.getty.edu/aat/300001456,vaulting capitals
http://vocab.getty.edu/aat/300001833,bents (structural frames)
http://vocab.getty.edu/aat/300078479,<beams by support condition>
http://vocab.getty.edu/aat/300078075,<surface elements and surface element components>
http://vocab.getty.edu/aat/300108926,setback buttresses
http://vocab.getty.edu/aat/300446418,kōṇa-rathaka
http://vocab.getty.edu/aat/300065103,pier foundations
http://vocab.getty.edu/aat/300000945,precast piles
http://vocab.getty.edu/aat/300001001,cusped arches
http://vocab.getty.edu/aat/300001081,lancet arches
http://vocab.getty.edu/aat/300001124,pier arches
http://vocab.getty.edu/aat/300001158,imposts
http://vocab.getty.edu/aat/300068118,waffle slabs
http://vocab.getty.edu/aat/300001288,geodesic domes
http://vocab.getty.edu/aat/300001337,octopartite vaults
http://vocab.getty.edu/aat/300001374,spiral vaults
http://vocab.getty.edu/aat/300001401,stellar vaults
http://vocab.getty.edu/aat/300001457,vaulting cells
http://vocab.getty.edu/aat/300001489,braced frames
http://vocab.getty.edu/aat/300001523,cased beams
http://vocab.getty.edu/aat/300446751,tulā
http://vocab.getty.edu/aat/300001577,baluster columns
http://vocab.getty.edu/aat/300395560,wall posts
http://vocab.getty.edu/aat/300001593,grouped columns
http://vocab.getty.edu/aat/300065037,bell capitals
http://vocab.getty.edu/aat/300001713,echini
http://vocab.getty.edu/aat/300446717,pīṭhikā
http://vocab.getty.edu/aat/300001796,raking cornices
http://vocab.getty.edu/aat/300001827,guttae
http://vocab.getty.edu/aat/300179377,nogging pieces
http://vocab.getty.edu/aat/300001903,Fink trusses
http://vocab.getty.edu/aat/300125743,trussed rafters
http://vocab.getty.edu/aat/300446400,Śēkharī
http://vocab.getty.edu/aat/300001978,statically determinate structures
http://vocab.getty.edu/aat/300002031,ceilings
http://vocab.getty.edu/aat/300003988,grates
http://vocab.getty.edu/aat/300446520,hastinētra
http://vocab.getty.edu/aat/300002058,barrel ceilings
http://vocab.getty.edu/aat/300446835,Sabhāmārga
http://vocab.getty.edu/aat/300122999,suspended floors
http://vocab.getty.edu/aat/300002126,gable roofs
http://vocab.getty.edu/aat/300070230,lookouts
http://vocab.getty.edu/aat/300002249,hipped dormers
http://vocab.getty.edu/aat/300002273,open eaves
http://vocab.getty.edu/aat/300446539,mṛṇālikā
http://vocab.getty.edu/aat/300446744,stūpī
http://vocab.getty.edu/aat/300002299,gablets
http://vocab.getty.edu/aat/300002323,kneelers (gable components)
http://vocab.getty.edu/aat/300002146,helm roofs
http://vocab.getty.edu/aat/300002450,vertical roof frame components
http://vocab.getty.edu/aat/300446885,lumbikā
http://vocab.getty.edu/aat/300444399,block walls
http://vocab.getty.edu/aat/300002012,fire walls
http://vocab.getty.edu/aat/300002504,curtain walls (fortification elements)
http://vocab.getty.edu/aat/300100141,<battlements and battlement components>
http://vocab.getty.edu/aat/300001313,drums (walls)
http://vocab.getty.edu/aat/300130953,screen façades
http://vocab.getty.edu/aat/300447209,caturvarga
http://vocab.getty.edu/aat/300447207,tirukūṭṭu-maṇḍapa
http://vocab.getty.edu/aat/300002621,bond courses
http://vocab.getty.edu/aat/300446993,śāsana-maṇḍapikā
http://vocab.getty.edu/aat/300446804,bhūmi
http://vocab.getty.edu/aat/300002685,coving
http://vocab.getty.edu/aat/300447173,dēvakulikā-khattaka
http://vocab.getty.edu/aat/300447182,siṁhakarṇa
http://vocab.getty.edu/aat/300446340,kuḍyalāṅgula
http://vocab.getty.edu/aat/300131774,<doorframes and doorframe components>
http://vocab.getty.edu/aat/300446480,dviśākha
http://vocab.getty.edu/aat/300069081,doorjambs
http://vocab.getty.edu/aat/300002811,Dutch doors
http://vocab.getty.edu/aat/300262599,royal doors
http://vocab.getty.edu/aat/300446691,dvāramaṇḍapa
http://vocab.getty.edu/aat/300069350,<windows by mode of operation>
http://vocab.getty.edu/aat/300069485,classroom windows
http://vocab.getty.edu/aat/300069689,lights (window components)
http://vocab.getty.edu/aat/300069721,<louvers and louver components>
http://vocab.getty.edu/aat/300389701,double-hung shutters
http://vocab.getty.edu/aat/300003202,plate tracery
http://vocab.getty.edu/aat/300003219,ramps (circulation elements)
http://vocab.getty.edu/aat/300003273,newel stairs
http://vocab.getty.edu/aat/300003265,pas-de-souris
http://vocab.getty.edu/aat/300069164,landings (stair components)
http://vocab.getty.edu/aat/300003328,fliers (stair components)
http://vocab.getty.edu/aat/300065964,calk joints
http://vocab.getty.edu/aat/300003447,billet moldings
http://vocab.getty.edu/aat/300003517,cymas
http://vocab.getty.edu/aat/300003524,cyma reversas
http://vocab.getty.edu/aat/300003446,beak moldings
http://vocab.getty.edu/aat/300003559,ataduras (moldings)
http://vocab.getty.edu/aat/300443522,fúbìgǒng
http://vocab.getty.edu/aat/300447177,karṇaśṛṅga
http://vocab.getty.edu/aat/300003686,stilling basins
http://vocab.getty.edu/aat/300002497,casemates
http://vocab.getty.edu/aat/300003708,counterscarps
http://vocab.getty.edu/aat/300003724,Christian religious building fixtures
http://vocab.getty.edu/aat/300404222,baptistery arches
http://vocab.getty.edu/aat/300126959,freestanding altars
http://vocab.getty.edu/aat/300075933,mensas (altar components)
http://vocab.getty.edu/aat/300003821,minbars
http://vocab.getty.edu/aat/300003849,gutters (roadside elements)
http://vocab.getty.edu/aat/300411493,Morris columns
http://vocab.getty.edu/aat/300003977,chimney cheeks
http://vocab.getty.edu/aat/300004332,<eating and drinking spaces>
http://vocab.getty.edu/aat/300004031,galleries (upper level spaces)
http://vocab.getty.edu/aat/300266672,tokonoma
http://vocab.getty.edu/aat/300403955,micro-units
http://vocab.getty.edu/aat/300432333,voting booths
http://vocab.getty.edu/aat/300004104,forecourts
http://vocab.getty.edu/aat/300004120,locker rooms
http://vocab.getty.edu/aat/300004283,passages (circulation spaces)
http://vocab.getty.edu/aat/300004253,refuse chutes
http://vocab.getty.edu/aat/300004279,loading docks
http://vocab.getty.edu/aat/300446677,ardhamaṇḍapa
http://vocab.getty.edu/aat/300005814,herbaria (display rooms)
http://vocab.getty.edu/aat/300004342,cafeterias (eating and drinking spaces)
http://vocab.getty.edu/aat/300004416,dens (rooms)
http://vocab.getty.edu/aat/300451053,great halls
http://vocab.getty.edu/aat/300004759,cellars (storerooms)
http://vocab.getty.edu/aat/300444920,call centers
http://vocab.getty.edu/aat/300444926,law offices
http://vocab.getty.edu/aat/300082114,nurses' stations
http://vocab.getty.edu/aat/300447198,madhya-nāḍi
http://vocab.getty.edu/aat/300004590,chapels (rooms or structures)
http://vocab.getty.edu/aat/300103967,vimānas
http://vocab.getty.edu/aat/300447256,gṛha-stūpa
http://vocab.getty.edu/aat/300004762,wine cellars
http://vocab.getty.edu/aat/300446611,caturbhūma
http://vocab.getty.edu/aat/300005172,snack bars
http://vocab.getty.edu/aat/300391172,grave altars
http://vocab.getty.edu/aat/300006094,diversion dams
http://vocab.getty.edu/aat/300006109,rolled-fill dams
http://vocab.getty.edu/aat/300265414,geoglyphs
http://vocab.getty.edu/aat/300012964,bituminous material
http://vocab.getty.edu/aat/300417718,whale ivory
http://vocab.getty.edu/aat/300417301,pods (fruit)
http://vocab.getty.edu/aat/300266420,citrus fruit
http://vocab.getty.edu/aat/300343543,zucchini
http://vocab.getty.edu/aat/300266428,chestnuts (nuts)
http://vocab.getty.edu/aat/300011871,grain (seed)
http://vocab.getty.edu/aat/300012869,gum arabic
http://vocab.getty.edu/aat/300013017,camphor (resin)
http://vocab.getty.edu/aat/300012898,copaiba balsam
http://vocab.getty.edu/aat/300012920,Sierra Leone copal
http://vocab.getty.edu/aat/300311357,rumanite (amber)
http://vocab.getty.edu/aat/300263583,caoutchouc (resin)
http://vocab.getty.edu/aat/300380557,salep
http://vocab.getty.edu/aat/300375653,natural asphalt
http://vocab.getty.edu/aat/300013013,petroleum jelly
http://vocab.getty.edu/aat/300013128,melanin
http://vocab.getty.edu/aat/300014285,<oil by property>
http://vocab.getty.edu/aat/300391195,coconut oil
http://vocab.getty.edu/aat/300380314,eucalyptus oil
http://vocab.getty.edu/aat/300014275,cold-pressed oil
http://vocab.getty.edu/aat/300133212,butyrate
http://vocab.getty.edu/aat/300127347,collodion
http://vocab.getty.edu/aat/300379666,soluble nylon
http://vocab.getty.edu/aat/300014532,casein plastic
http://vocab.getty.edu/aat/300014539,silicone epoxy
http://vocab.getty.edu/aat/300411306,Opalon (TM)
http://vocab.getty.edu/aat/300014576,<plastic by production method>
http://vocab.getty.edu/aat/300014582,Micarta (TM)
http://vocab.getty.edu/aat/300211957,lignite
http://vocab.getty.edu/aat/300015595,scientific illustrations (images)
http://vocab.getty.edu/aat/300266281,aplanats
http://vocab.getty.edu/aat/300265136,bifaces (stone tools)
http://vocab.getty.edu/aat/300024888,center bits
http://vocab.getty.edu/aat/300033310,door bumpers
http://vocab.getty.edu/aat/300033319,push plates
http://vocab.getty.edu/aat/300033342,extension flush bolts
http://vocab.getty.edu/aat/300065858,bullet catches
http://vocab.getty.edu/aat/300033380,rising hinges
http://vocab.getty.edu/aat/300033422,front-door locks
http://vocab.getty.edu/aat/300033424,drawer locks
http://vocab.getty.edu/aat/300033503,sash pins
http://vocab.getty.edu/aat/300033539,ceiling hooks
http://vocab.getty.edu/aat/300033552,surface strikes
http://vocab.getty.edu/aat/300078300,cylinders (lock components)
http://vocab.getty.edu/aat/300033586,drop keys
http://vocab.getty.edu/aat/300174901,switch plates
http://vocab.getty.edu/aat/300068637,topping joints
http://vocab.getty.edu/aat/300259410,broaches (thatch fasteners)
http://vocab.getty.edu/aat/300065941,dowel pins
http://vocab.getty.edu/aat/300228328,brow reinforces
http://vocab.getty.edu/aat/300037119,hilts
http://vocab.getty.edu/aat/300037122,swept hilts
http://vocab.getty.edu/aat/300210994,snaphances
http://vocab.getty.edu/aat/300181362,barn doors
http://vocab.getty.edu/aat/300037640,electric lamps (lighting device components)
http://vocab.getty.edu/aat/300190874,<bases for furniture>
http://vocab.getty.edu/aat/300040243,rolled arms
http://vocab.getty.edu/aat/300040268,handholds
http://vocab.getty.edu/aat/300040395,shoes (furniture components)
http://vocab.getty.edu/aat/300040438,bed slats
http://vocab.getty.edu/aat/300040570,secretary drawers
http://vocab.getty.edu/aat/300040710,talons (foot components)
http://vocab.getty.edu/aat/300121622,curule legs
http://vocab.getty.edu/aat/300137717,upholstered seats
http://vocab.getty.edu/aat/300189548,stretchers (furniture components)
http://vocab.getty.edu/aat/300203646,<clock and watch trains>
http://vocab.getty.edu/aat/300443803,tornavozes
http://vocab.getty.edu/aat/300215215,capotastos
http://vocab.getty.edu/aat/300042609,hammers (percussion beaters)
http://vocab.getty.edu/aat/300033268,campaign trim
http://vocab.getty.edu/aat/300045391,lap joints
http://vocab.getty.edu/aat/300051933,finger joints (wood joints)
http://vocab.getty.edu/aat/300375236,drain plugs
http://vocab.getty.edu/aat/300411708,capuches (hoods)
http://vocab.getty.edu/aat/300266071,dominicals
http://vocab.getty.edu/aat/300051489,handrail bolts
http://vocab.getty.edu/aat/300051480,carriage bolts
http://vocab.getty.edu/aat/300033370,butt hinges
http://vocab.getty.edu/aat/300033276,ice box hinges
http://vocab.getty.edu/aat/300033415,cylinder locks
http://vocab.getty.edu/aat/300048591,ship locks
http://vocab.getty.edu/aat/300051924,angle bonds
http://vocab.getty.edu/aat/300048688,wing nuts
http://vocab.getty.edu/aat/300033611,wood joints
http://vocab.getty.edu/aat/300065976,beaking joints
http://vocab.getty.edu/aat/300080876,clout nails
http://vocab.getty.edu/aat/300036411,drivescrews
http://vocab.getty.edu/aat/300036377,deck nails
http://vocab.getty.edu/aat/300036375,Chinese nails
http://vocab.getty.edu/aat/300082160,wood-to-wood hangers
http://vocab.getty.edu/aat/300081962,snap-tie hangers
http://vocab.getty.edu/aat/300081553,cut and straight hangers
http://vocab.getty.edu/aat/300081772,nook type hangers
http://vocab.getty.edu/aat/300049007,furring inserts
http://vocab.getty.edu/aat/300050627,circuit breakers
http://vocab.getty.edu/aat/300051254,moving ramps
http://vocab.getty.edu/aat/300052081,air filters
http://vocab.getty.edu/aat/300052180,cooling towers
http://vocab.getty.edu/aat/300254253,thermal masses
http://vocab.getty.edu/aat/300187669,<hearths and hearth components>
http://vocab.getty.edu/aat/300052564,drains
http://vocab.getty.edu/aat/300052594,storm drains
http://vocab.getty.edu/aat/300002339,valley gutters
http://vocab.getty.edu/aat/300052607,mains (plumbing)
http://vocab.getty.edu/aat/300081614,laundry trays
http://vocab.getty.edu/aat/300081616,wash sinks
http://vocab.getty.edu/aat/300387465,liquid crystal displays
http://vocab.getty.edu/aat/300200441,small capitals
http://vocab.getty.edu/aat/300061961,timbrel vaults
http://vocab.getty.edu/aat/300108609,four-centered arches
http://vocab.getty.edu/aat/300001015,flat arches
http://vocab.getty.edu/aat/300175940,cabling (column components)
http://vocab.getty.edu/aat/300421864,binder clips
http://vocab.getty.edu/aat/300443539,fāng
http://vocab.getty.edu/aat/300404774,French order
http://vocab.getty.edu/aat/300033398,night latches
http://vocab.getty.edu/aat/300033394,fire-door latches
http://vocab.getty.edu/aat/300174705,button pulls
http://vocab.getty.edu/aat/300033287,drawer pulls
http://vocab.getty.edu/aat/300003415,raked joints
http://vocab.getty.edu/aat/300069012,overhead doors
http://vocab.getty.edu/aat/300002873,flush doors
http://vocab.getty.edu/aat/300446479,catuḥśākha
http://vocab.getty.edu/aat/300446387,gōpuraṭṭālakas
http://vocab.getty.edu/aat/300003062,skylights
http://vocab.getty.edu/aat/300003026,louver windows
http://vocab.getty.edu/aat/300002995,frieze-band windows
http://vocab.getty.edu/aat/300391122,conopea (liturgical canopies)
http://vocab.getty.edu/aat/300069806,tack rooms
http://vocab.getty.edu/aat/300002232,dormers
http://vocab.getty.edu/aat/300165940,brattishing
http://vocab.getty.edu/aat/300002403,ridgeboards
http://vocab.getty.edu/aat/300447236,aṅga-vibhakti
http://vocab.getty.edu/aat/300073693,<balustrade and railing components>
http://vocab.getty.edu/aat/300375106,wall rails
http://vocab.getty.edu/aat/300003259,three-quarter-turn stairs
http://vocab.getty.edu/aat/300075830,iwans
http://vocab.getty.edu/aat/300004113,decks (uncovered spaces)
http://vocab.getty.edu/aat/300004257,crawl spaces
http://vocab.getty.edu/aat/300004380,nurseries (rooms)
http://vocab.getty.edu/aat/300443548,exhibition spaces
http://vocab.getty.edu/aat/300004398,conference rooms
http://vocab.getty.edu/aat/300417374,cubicula (tomb spaces)
http://vocab.getty.edu/aat/300075947,reredoses (screens)
http://vocab.getty.edu/aat/300001864,rough sills
http://vocab.getty.edu/aat/300001503,I-beams
http://vocab.getty.edu/aat/300265184,ribs (dome or vault components)
http://vocab.getty.edu/aat/300175002,mortar joints
http://vocab.getty.edu/aat/300065957,exposed joints (masonry joints)
http://vocab.getty.edu/aat/300001834,braces (architectural supporting elements)
http://vocab.getty.edu/aat/300078047,<supporting and resisting elements>
http://vocab.getty.edu/aat/300001845,cantilevers
http://vocab.getty.edu/aat/300052266,<roofs and roof components>
http://vocab.getty.edu/aat/300447246,bhūmija
http://vocab.getty.edu/aat/300001479,structural frames
http://vocab.getty.edu/aat/300078750,pile foundation components
http://vocab.getty.edu/aat/300003723,religious building fixtures
http://vocab.getty.edu/aat/300449110,sections (architectural components)
http://vocab.getty.edu/aat/300446223,bhūmitala
http://vocab.getty.edu/aat/300033570,machine screws (fasteners)
http://vocab.getty.edu/aat/300375247,key racks
http://vocab.getty.edu/aat/300079079,foot pedal valves
http://vocab.getty.edu/aat/300162917,natationes
http://vocab.getty.edu/aat/300033348,latch bolts
http://vocab.getty.edu/aat/300033333,cane bolts
http://vocab.getty.edu/aat/300004434,reading rooms
http://vocab.getty.edu/aat/300379866,vacuum chambers
http://vocab.getty.edu/aat/300069805,<stable and barn spaces>
http://vocab.getty.edu/aat/300004698,parascenia
http://vocab.getty.edu/aat/300049869,stage machinery
http://vocab.getty.edu/aat/300411420,salients
http://vocab.getty.edu/aat/300419400,strong rooms
http://vocab.getty.edu/aat/300250966,projection booths
http://vocab.getty.edu/aat/300446609,caturmukha
http://vocab.getty.edu/aat/300083039,diazomata
http://vocab.getty.edu/aat/300100113,orchestra pits
http://vocab.getty.edu/aat/300446383,bhūtamaṇḍala
http://vocab.getty.edu/aat/300002190,queen-post roofs
http://vocab.getty.edu/aat/300006185,intakes
http://vocab.getty.edu/aat/300175471,embrasures (openings)
http://vocab.getty.edu/aat/300446424,gavākṣa
http://vocab.getty.edu/aat/300379890,detached leaves
http://vocab.getty.edu/aat/300005422,telephone booths
http://vocab.getty.edu/aat/300003380,isolation joints
http://vocab.getty.edu/aat/300007631,fire altars
http://vocab.getty.edu/aat/300446366,raṅgabhūmi
http://vocab.getty.edu/aat/300100051,<rooms and spaces by building type>
http://vocab.getty.edu/aat/300102396,roadbeds
http://vocab.getty.edu/aat/300390986,corner braces
http://vocab.getty.edu/aat/300008603,power lines
http://vocab.getty.edu/aat/300014575,unfilled plastic
http://vocab.getty.edu/aat/300165509,decorative wall components
http://vocab.getty.edu/aat/300002611,cantons (wall components)
http://vocab.getty.edu/aat/300010267,roundels (circular panels)
http://vocab.getty.edu/aat/300040634,dragon feet
http://vocab.getty.edu/aat/300014381,ethylene-propylene elastomer
http://vocab.getty.edu/aat/300393229,bioplastics
http://vocab.getty.edu/aat/300211194,<coverings for gathered matter>
http://vocab.getty.edu/aat/300432379,wall brackets
http://vocab.getty.edu/aat/300389661,dovetail seams
http://vocab.getty.edu/aat/300068636,tooled joints
http://vocab.getty.edu/aat/300395477,thatched roofs
http://vocab.getty.edu/aat/300189805,pentimenti
http://vocab.getty.edu/aat/300386697,primuersel
http://vocab.getty.edu/aat/300219626,fenders (vehicle components)
http://vocab.getty.edu/aat/300179667,kerosene burners
http://vocab.getty.edu/aat/300181549,parking lights
http://vocab.getty.edu/aat/300380230,xenon lamps
http://vocab.getty.edu/aat/300182372,fishtail burners
http://vocab.getty.edu/aat/300231784,galloon
http://vocab.getty.edu/aat/300024944,sanding wheels
http://vocab.getty.edu/aat/300390538,roiling cloud brush strokes
http://vocab.getty.edu/aat/300187593,<rugs by pattern>
http://vocab.getty.edu/aat/300069563,linoleum
http://vocab.getty.edu/aat/300375277,shade pulls
http://vocab.getty.edu/aat/300186806,symmetrical knots
http://vocab.getty.edu/aat/300186846,hearth rugs
http://vocab.getty.edu/aat/300193702,carpet tiles
http://vocab.getty.edu/aat/300187764,button rugs
http://vocab.getty.edu/aat/300187047,ingrain carpets
http://vocab.getty.edu/aat/300187163,Rya rugs
http://vocab.getty.edu/aat/300186193,chessboard rugs
http://vocab.getty.edu/aat/300003911,taxi stands
http://vocab.getty.edu/aat/300014607,vegetable wax
http://vocab.getty.edu/aat/300190699,edges (object portions)
http://vocab.getty.edu/aat/300042496,joints (aerophone components)
http://vocab.getty.edu/aat/300067518,Warren trusses
http://vocab.getty.edu/aat/300191859,spicules
http://vocab.getty.edu/aat/300266713,cloths of estate
http://vocab.getty.edu/aat/300312358,binding finishing hardware
http://vocab.getty.edu/aat/300195902,ligatures (script forms)
http://vocab.getty.edu/aat/300211185,roman (typeface style group)
http://vocab.getty.edu/aat/300200012,columns (layout features)
http://vocab.getty.edu/aat/300410465,vittae
http://vocab.getty.edu/aat/300417236,divisional titles
http://vocab.getty.edu/aat/300195831,scale components
http://vocab.getty.edu/aat/300435626,<temporary alphabetical list: scale components>
http://vocab.getty.edu/aat/300233842,wordspacing
http://vocab.getty.edu/aat/300444098,neck pieces (armor components)
http://vocab.getty.edu/aat/300237688,bungholes
http://vocab.getty.edu/aat/300197848,lever escapements
http://vocab.getty.edu/aat/300201263,<script and type forms>
http://vocab.getty.edu/aat/300256063,tablature
http://vocab.getty.edu/aat/300148705,gun carriages
http://vocab.getty.edu/aat/300375118,cursive scripts (general scripts by form)
http://vocab.getty.edu/aat/300200011,dingbats (typographical ornaments)
http://vocab.getty.edu/aat/300203444,screw caps
http://vocab.getty.edu/aat/300204035,India papers (wallpapers)
http://vocab.getty.edu/aat/300204160,Tynecastle canvas
http://vocab.getty.edu/aat/300395626,upholstered walls
http://vocab.getty.edu/aat/300312096,tsuba
http://vocab.getty.edu/aat/300395575,mourning cloths
http://vocab.getty.edu/aat/300215203,houseling cloths
http://vocab.getty.edu/aat/300215142,fair linen cloths
http://vocab.getty.edu/aat/300204901,quilt tops
http://vocab.getty.edu/aat/300224309,keyboard instrument components
http://vocab.getty.edu/aat/300192948,collagen
http://vocab.getty.edu/aat/300195226,Gothic scripts
http://vocab.getty.edu/aat/300265534,muḥaqqaq
http://vocab.getty.edu/aat/300209244,open system
http://vocab.getty.edu/aat/300391179,hallelujas (clerical costume)
http://vocab.getty.edu/aat/300260164,clerical collars
http://vocab.getty.edu/aat/300210015,oversleeves
http://vocab.getty.edu/aat/300215373,lightface
http://vocab.getty.edu/aat/300037118,spearheads
http://vocab.getty.edu/aat/300211202,transitional (typeface group)
http://vocab.getty.edu/aat/300391191,butterfly album bindings
http://vocab.getty.edu/aat/300312147,center and corner piece binding (style)
http://vocab.getty.edu/aat/300375656,cutback asphalt
http://vocab.getty.edu/aat/300419484,landing gear
http://vocab.getty.edu/aat/300263262,daggerboards
http://vocab.getty.edu/aat/300404874,superoxide dismutase
http://vocab.getty.edu/aat/300411771,backs (garment sections)
http://vocab.getty.edu/aat/300228276,lock plates (firearm components)
http://vocab.getty.edu/aat/300204851,dossals (curtains)
http://vocab.getty.edu/aat/300215262,second stuffing
http://vocab.getty.edu/aat/300189216,plates (illustrations)
http://vocab.getty.edu/aat/300190143,sight edges
http://vocab.getty.edu/aat/300042670,onion flutes
http://vocab.getty.edu/aat/300224316,trackers
http://vocab.getty.edu/aat/300252570,<swells and swell components>
http://vocab.getty.edu/aat/300224862,Poldermittons
http://vocab.getty.edu/aat/300046042,hairpins
http://vocab.getty.edu/aat/300230426,nocks
http://vocab.getty.edu/aat/300231290,French pleats
http://vocab.getty.edu/aat/300227851,main warp
http://vocab.getty.edu/aat/300227864,pass (weft)
http://vocab.getty.edu/aat/300238648,cut-card work
http://vocab.getty.edu/aat/300227874,pleats
http://vocab.getty.edu/aat/300188588,village rugs
http://vocab.getty.edu/aat/300235976,pinwheel Kazaks
http://vocab.getty.edu/aat/300187083,vase carpets
http://vocab.getty.edu/aat/300193895,Kis-Ghiordes
http://vocab.getty.edu/aat/300237436,Indo-Persian rugs
http://vocab.getty.edu/aat/300446296,kumbhikā
http://vocab.getty.edu/aat/300240727,mosaic components
http://vocab.getty.edu/aat/300040602,bracket feet
http://vocab.getty.edu/aat/300233927,hardware knobs (finish hardware)
http://vocab.getty.edu/aat/300078112,screwless knobs
http://vocab.getty.edu/aat/300193696,sezar
http://vocab.getty.edu/aat/300185890,star Ushaks
http://vocab.getty.edu/aat/300235833,tape drives
http://vocab.getty.edu/aat/300238012,lug rigs
http://vocab.getty.edu/aat/300001656,bases (object components)
http://vocab.getty.edu/aat/300000885,architectural elements
http://vocab.getty.edu/aat/300037653,lighting device components
http://vocab.getty.edu/aat/300052523,<plumbing and stormwater system components>
http://vocab.getty.edu/aat/300435596,<temporary alphabetical list: protection system components>
http://vocab.getty.edu/aat/300003209,foils (arcs)
http://vocab.getty.edu/aat/300204744,yei rugs
http://vocab.getty.edu/aat/300248097,stove plates
http://vocab.getty.edu/aat/300446343,ṭaṅkitamañca
http://vocab.getty.edu/aat/300400475,beaks (animal components)
http://vocab.getty.edu/aat/300404631,Devanagari
http://vocab.getty.edu/aat/300444052,buckle plates
http://vocab.getty.edu/aat/300253129,heads (gathered matter components)
http://vocab.getty.edu/aat/300404903,intertitles
http://vocab.getty.edu/aat/300380545,tetrachloroethylene
http://vocab.getty.edu/aat/300264243,electrons
http://vocab.getty.edu/aat/300310097,chain stitches
http://vocab.getty.edu/aat/300447032,ghaṭapallava
http://vocab.getty.edu/aat/300400682,Palmela points
http://vocab.getty.edu/aat/300078129,choir screens
http://vocab.getty.edu/aat/300266285,ridge ribs
http://vocab.getty.edu/aat/300375171,plant components
http://vocab.getty.edu/aat/300266131,candraśālās
http://vocab.getty.edu/aat/300266132,garbhagṛhas
http://vocab.getty.edu/aat/300446214,pādabandha
http://vocab.getty.edu/aat/300266353,ribbon microphones
http://vocab.getty.edu/aat/300400773,film holders (camera components)
http://vocab.getty.edu/aat/300266424,limes (fruits)
http://vocab.getty.edu/aat/300266436,mangoes (fruits)
http://vocab.getty.edu/aat/300266437,drupes
http://vocab.getty.edu/aat/300014509,polyvinyl alcohol
http://vocab.getty.edu/aat/300419481,polycapillary lenses
http://vocab.getty.edu/aat/300343588,seal script
http://vocab.getty.edu/aat/300343589,small seal script
http://vocab.getty.edu/aat/300446546,ghanadvāra
http://vocab.getty.edu/aat/300404791,Sogdian (script)
http://vocab.getty.edu/aat/300386699,facets (controlled vocabulary)
http://vocab.getty.edu/aat/300449151,historical terms
http://vocab.getty.edu/aat/300262854,Kiffa beads
http://vocab.getty.edu/aat/300432124,sheet film holders
http://vocab.getty.edu/aat/300067423,Ionic order
http://vocab.getty.edu/aat/300404792,Siddhaṃ (script)
http://vocab.getty.edu/aat/300024954,loomblocks
http://vocab.getty.edu/aat/300421795,aircraft gyrocompasses
http://vocab.getty.edu/aat/300421793,aircraft control sticks
http://vocab.getty.edu/aat/300423596,door & window elements
http://vocab.getty.edu/aat/300433193,window grilles
http://vocab.getty.edu/aat/300427802,kitchen sink
http://vocab.getty.edu/aat/300425467,fire blanket
http://vocab.getty.edu/aat/300434116,supporting elements
http://vocab.getty.edu/aat/300424366,decorative brick
http://vocab.getty.edu/aat/300420228,antenna rotor
http://vocab.getty.edu/aat/300420644,ballast tubes
http://vocab.getty.edu/aat/300423603,door handles
http://vocab.getty.edu/aat/300430186,phonograph horns
http://vocab.getty.edu/aat/300447023,taraṅga-pōtikā
http://vocab.getty.edu/aat/300446775,mahānāsī
http://vocab.getty.edu/aat/300446740,vajraśākhā
http://vocab.getty.edu/aat/300446854,padmākāra
http://vocab.getty.edu/aat/300446927,kapōtanāsī
http://vocab.getty.edu/aat/300447367,pāda
http://vocab.getty.edu/aat/300447318,vēdībhadra
http://vocab.getty.edu/aat/300447307,nāgara-kūṭa
